user,Subject,text,cleaned_text,sentiment_score,sentiment_category
paula_hogard,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…",senator collins asked three times last night supports donald trumps reelection refused answer eac,0.0,Neutral
drmnut,Donald Trump,Pollak: 11 Shining Successes of President Donald Trump‘s First Term  via,pollak shining successes president donald trumps first term via,0.25,Neutral
evergreen_09,Donald Trump," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
2008HDUltra,Donald Trump," Donald Trump Jr. said covid-19 deaths are at ""almost nothing."" The virus killed more than 1,000 Americans the same day.…",donald trump jr said covid deaths almost nothing virus killed americans day,-0.2,Neutral
stilllaurieone,Donald Trump," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
capehenlopen,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? ",biden couldnt fill high school gym donald trump behind polls,-0.12000000000000001,Neutral
hopelessonelost,Donald Trump,Remember... it’s not just Donald Trump being voted out.... it’s his entire family and garbage administration that’ll be ki…,remember donald trump voted entire family garbage administration thatll ki,0.0,Neutral
emiscoll,Donald Trump,Pollak: 11 Shining Successes of President Donald Trump's First Term,pollak shining successes president donald trumps first term,0.25,Neutral
Glenn315,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? ",biden couldnt fill high school gym donald trump behind polls,-0.12000000000000001,Neutral
anacfelix,Donald Trump,Trump shouldn't accuse doctors of profiting from coronavirus diagnosis,trump shouldnt accuse doctors profiting coronavirus diagnosis,0.0,Neutral
m_vasquez,Donald Trump,"Donald Trump Jr. claims U.S. COVID deaths are 'almost nothing' on day over 1,000 people die  via ",donald trump jr claims us covid deaths almost nothing day people die via,0.0,Neutral
kbelle1213,Donald Trump," NEW: Closing ad from Republican Voters Against Trump, airing in swing states this weekend. Heartfelt testimonials from Rep…",new closing ad republican voters trump airing swing states weekend heartfelt testimonials rep,0.06818181818181818,Neutral
areck12,Donald Trump,Lil’ Wayne has endorsed Donald Trump. I told you all something was going on that media wasn’t picking up on.,lil wayne endorsed donald trump told something going media wasnt picking,0.0,Neutral
gmollo1115,Joe Biden,Unfortunately she along with other politicians will never receive the justice they…,unfortunately along politicians never receive justice,-0.5,Negative
mcritter61,Joe Biden,Let’s talk about the Hunter laptop and such. Oh wait Biden blindness won’t allow that. Dirty joe....,lets talk hunter laptop oh wait biden blindness wont allow dirty joe,-0.6,Negative
1kingsbay,Joe Biden,Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely…,fun think learned today trump barr turkey exact thing trump fans falsely,0.04999999999999999,Neutral
JanedgeJanis,Joe Biden," Larry Kudlow: Joe Biden's economic plan would crush US economy, decimate jobs. ",larry kudlow joe bidens economic plan would crush us economy decimate jobs,0.2,Neutral
denopotter,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
afquillen,Joe Biden," He is a profoundly decent man: a man of faith and compassion; willing to listen, capable of evolving, and able to admit…",profoundly decent man man faith compassion willing listen capable evolving able admit,0.2791666666666667,Neutral
sistertoldjah,Joe Biden," Every CNN show should end with ""I'm Joe Biden, and I approved this message.""",every cnn show end im joe biden approved message,0.0,Neutral
JFJMayer8,Joe Biden,"  Rest assured, that’s my best friend who wrote the article and I know he’d never vote for someon… ",rest assured thats best friend wrote article know hed never vote someon,1.0,Positive
jerryChromeX,Joe Biden," Winston Churchill’s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y…",winston churchills granddaughter edwina sandys joins fighti rarely wade political waters,0.15,Neutral
weisarts,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",sleepy joe biden actually elected president justices plus helped make ridiculous win possi,0.15555555555555559,Neutral
HauschildtDiane,Joe Biden,Joe Biden is always in a hurry to get back to the basement.,joe biden always hurry get back basement,0.0,Neutral
rhjailer,Joe Biden,BREAKING: Trump Campaign Calls On Joe Biden To Respond To Report That Hunter Biden Under Criminal Investigation …,breaking trump campaign calls joe biden respond report hunter biden criminal investigation,-0.4,Negative
techvestventure,Joe Biden,Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don’t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence…,omg cnn worse marsha marsha marshawhy dont report joe biden hunter biden reports evidence,-0.4,Negative
DanCChamberlain,Joe Biden,"According to the videos, it looks like Joe Biden likes to feel up little girls and it looks like the little girls k… ",according videos looks like joe biden likes feel little girls looks like little girls k,-0.1875,Neutral
eileeniler,Joe Biden,BREAKING: Joe Biden will hold a rally at Mitchell International Airport in Milwaukee tomorrow less than a week after t…,breaking joe biden hold rally mitchell international airport milwaukee tomorrow less week,-0.08333333333333333,Neutral
BogleBogle5,Joe Biden," Did he just call Joe Biden the prince of darkness?? Lol. Pot, meet kettle",call joe biden prince darkness lol pot meet kettle,0.8,Positive
Viccimn,Joe Biden,Meet the 'shy' Biden voters quietly living in Pennsylvania's Trump country,meet shy biden voters quietly living pennsylvanias trump country,-0.25,Neutral
IslanderRebel,Joe Biden,"    Wait, hold on, you mean the if elected Joe Biden will… ",wait hold mean elected joe biden,-0.3125,Negative
Berlinr,Joe Biden," Trump campaign is working overtime to accuse Hunter Biden &amp; Joe Biden of corruption. But, as of now, it hasn't commented on th…",trump campaign working overtime accuse hunter biden amp joe biden corruption hasnt commented th,0.0,Neutral
BoddenMarlen,Joe Biden," ""The final, precipitating cause is that The Intercept’s editors censored an article I wrote this week, refusing to publish…",final precipitating cause intercepts editors censored article wrote week refusing publish,0.0,Neutral
MPitcher1778,Joe Biden,"  Now I get why he calls him ""Sleepy Joe."". Because Biden is able to sleep at night.Just kidding. Trump doesn'…",get calls sleepy joe biden able sleep nightjust kidding trump,0.5,Positive
lpmitchellrtr,Joe Biden," Rapper Lil Pump told his 17M IG followers that he is supporting President Trump, also citing Biden’s proposed tax increase…",rapper lil pump told ig followers supporting president trump also citing bidens proposed tax increase,0.25,Neutral
manandcat,Joe Biden,Joe Scarborough is always bloviating about one thing or another. Is Mika looking on with a stifled c…,joe scarborough always bloviating one thing another mika looking stifled c,0.0,Neutral
LexowJ,Joe Biden,How much is Joe Biden teaching you about sniffing little kids hair,much joe biden teaching sniffing little kids hair,0.0062500000000000056,Neutral
ari_goldstein,Joe Biden," Presidential candidates thrown down in a haunted car wash is absolutely 2020. Plus, we all know Joe… ",presidential candidates thrown haunted car wash absolutely plus know joe,0.2,Neutral
JackRayher,Joe Biden,There's plenty that's going wrong for Trump. Here are four things his campaign is doing now to close the gap with J…,theres plenty thats going wrong trump four things campaign close gap j,-0.5,Negative
messing_123,Joe Biden," If you voted for Joe Biden and Kamala Harris already, please retweet this status. I would just love to see how much posit…",voted joe biden kamala harris already please retweet status would love see much posit,0.35,Positive
DholsteinDesign,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…",want election night gowolf blitzer hello projection joe biden texas aaa,0.0,Neutral
original__dt,Joe Biden," Yesterday Trump and Biden supporters clashed at the Joe Biden rally in Warm Springs, Georgia. 😳🤳",yesterday trump biden supporters clashed joe biden rally warm springs georgia,0.6,Positive
bbernicky,Joe Biden," BREAKING: After endorsing Donald Trump, rapper Lil Wayne is no longer black according to Joe Biden",breaking endorsing donald trump rapper lil wayne longer black according joe biden,-0.16666666666666666,Neutral
GPSparty,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
abc27News,Joe Biden,President Donald Trump and Democratic presidential nominee Joe Biden held dueling campaign events in Florida Thursd…,president donald trump democratic presidential nominee joe biden held dueling campaign events florida thursd,0.0,Neutral
ChiromanGlass,Joe Biden,You. STUPID. BITCHES. are gonna let that man burn this country to the ground cause he force fed you some bullshit that s…,stupid bitches gon na let man burn country ground cause force fed bullshit,-0.7999999999999999,Negative
grbernst,Joe Biden,"I’m attending Joe Biden for President’s event, “GOTV Business Leader Roundtable with José Andrés” – sign up now to… ",im attending joe biden presidents event gotv business leader roundtable josé andrés sign,0.0,Neutral
realStephenAlb,Joe Biden,NBC is trying to dupe you into thinking the Biden pay-to-play scandal has been debunked. It has not.This NBC tweet is ab…,nbc trying dupe thinking biden paytoplay scandal debunked notthis nbc tweet ab,0.0,Neutral
KimbelLambert,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
Jesseberryman3,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",sleepy joe biden actually elected president justices plus helped make ridiculous win possi,0.15555555555555559,Neutral
TerryKimpling,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
Rightwingmadman,Joe Biden,Joe Biden: Trashing Fossil Fuel in the US While His Family Seeks to Make Money From It in Ukraine and China,joe biden trashing fossil fuel us family seeks make money ukraine china,0.0,Neutral
bobletus,Joe Biden," Joe Biden has spent half a century betraying black Americans — he supported segregation, celebrated Klansmen, sent thei…",joe biden spent half century betraying black americans supported segregation celebrated klansmen sent thei,-0.020833333333333343,Neutral
Crowe78Kathryn,Joe Biden,Democrats impeached Trump because he was concerned about Hunter Biden's corruption at the very same time the FBI was investig…,democrats impeached trump concerned hunter bidens corruption time fbi investig,0.0,Neutral
toomuchFinesse,Joe Biden,There's an entire webpage dedicated. I'm pretty sure it says the plan for Black America at the top.…,theres entire webpage dedicated im pretty sure says plan black america top,0.2166666666666667,Neutral
WLSmith991,Joe Biden,.All the times Joe Biden told people not to vote for him.,times joe biden told people vote,0.0,Neutral
mrntweet2,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…,fbi active money laundering investigation family democrat presidential nominee since,-0.13333333333333333,Neutral
LarryMohler1,Joe Biden,Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don’t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence…,omg cnn worse marsha marsha marshawhy dont report joe biden hunter biden reports evidence,-0.4,Negative
famdocparker1,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
Stevan_1000,Joe Biden," The fact that Mainstream Media spent weeks going through Brett Kavanaugh’s high school yearbook, but refused to even lo…",fact mainstream media spent weeks going brett kavanaughs high school yearbook refused even lo,0.03,Neutral
Alla20213,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…",want election night gowolf blitzer hello projection joe biden texas aaa,0.0,Neutral
NancyHWeaver1,Joe Biden,Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely…,fun think learned today trump barr turkey exact thing trump fans falsely,0.04999999999999999,Neutral
TimAeppel,Joe Biden,“Among the hardest hit states are those most hotly contested in the campaign between Republican President Donald Trump…,among hardest hit states hotly contested campaign republican president donald trump,0.25,Neutral
SmallBiz4Trump,Joe Biden,Anyone think it’s an accident that the #BidenCrimeFamiily was shaking down Russian and Chinese energy companies while Joe Bid…,anyone think accident bidencrimefamiily shaking russian chinese energy companies joe bid,0.0,Neutral
KlintEdwards,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…,fbi active money laundering investigation family democrat presidential nominee since,-0.13333333333333333,Neutral
luannewalker18,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
jeweltyme,Joe Biden,STILL NOT ONE WORD on the Joe/Hunter Biden scandal from FAKE MSM?,still one word joehunter biden scandal fake msm,-0.5,Negative
jameshrh,Joe Biden,Also weird: CNN &amp; NYT raising concerns about Hunter &amp; Joe Biden in 2008 when Joe picked to be Obama VP…,also weird cnn amp nyt raising concerns hunter amp joe biden joe picked obama vp,-0.5,Negative
Raluca_Florea,Joe Biden,Meet the 'shy' Biden voters quietly living in Pennsylvania's Trump country,meet shy biden voters quietly living pennsylvanias trump country,-0.25,Neutral
BrenMCO,Joe Biden,"  Please tell me you are voting for Joe Biden versus, literally, the white supremacist fanboy.",please tell voting joe biden versus literally white supremacist fanboy,0.0,Neutral
Llittleapple,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
PatrickLaug77,Joe Biden,BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…,breakingdoj officials confirm hunter biden business associates currently active criminal investigat,-0.26666666666666666,Neutral
JerseyJo56,Joe Biden," Powerful op-ed by Edwina Sandys, ""I rarely wade into the political waters, but this year, at this moment, I am joining Repu…",powerful oped edwina sandys rarely wade political waters year moment joining repu,0.19999999999999998,Neutral
proudleafpeeper,Joe Biden," Former Vice President Joe Biden and President Donald Trump went head-to-head in the mighty swing state of Florida on Thursday, as…",former vice president joe biden president donald trump went headtohead mighty swing state florida thursday,0.2,Neutral
TZezula,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
catherineecull1,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…",want election night gowolf blitzer hello projection joe biden texas aaa,0.0,Neutral
perfectimundo,Joe Biden,Several Queens Village (NY) residents are receiving pre-filled out ballots for Joe Biden and being told to just send them b…,several queens village ny residents receiving prefilled ballots joe biden told send b,0.0,Neutral
craftychick17,Joe Biden," We are going up on radio in small, African American communities in Florida – places that neither party pays much attention…",going radio small african american communities florida places neither party pays much attention,-0.012499999999999997,Neutral
Tameraelaine72,Joe Biden,Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don’t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence…,omg cnn worse marsha marsha marshawhy dont report joe biden hunter biden reports evidence,-0.4,Negative
jerrybacik,Joe Biden,"  the only poll I want to know about is ""how many republicans are going to vote for Biden"" BUT YO… ",poll want know many republicans going vote biden yo,0.5,Positive
LarryMork1,Joe Biden," “Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un…",biden running conviction despite americans deeply love country viscerally long un,0.225,Neutral
WasOnceLou,Joe Biden," Joe Biden to campaign in Philadelphia on Sunday, the campaign says. On Monday -- Election Day eve -- Joe Biden, Jill B…",joe biden campaign philadelphia sunday campaign says monday election day eve joe biden jill b,0.0,Neutral
mitchellcook13,Joe Biden,NBC is trying to dupe you into thinking the Biden pay-to-play scandal has been debunked. It has not.This NBC tweet is ab…,nbc trying dupe thinking biden paytoplay scandal debunked notthis nbc tweet ab,0.0,Neutral
JohnFromCranber,Joe Biden,Hunter's Scandal:Now we know that  has an ongoing investigation into Joe Biden's son for money laundering since 2019.…,hunters scandalnow know ongoing investigation joe bidens son money laundering since,0.0,Neutral
ThosChamberlain,Joe Biden,"Per CNN:  Biden Campaign focusing on PA on the last two days before Election Day.  Joe, Jill, Kamala, Douglas will… ",per cnn biden campaign focusing pa last two days election day joe jill kamala douglas,0.0,Neutral
AbeWoodhull76,Joe Biden," Sure is a funny way for Joe Biden to be on offense - campaigning in Minnesota, a state that Republicans haven't won in 48…",sure funny way joe biden offense campaigning minnesota state republicans havent,0.375,Positive
liguori_k,Joe Biden," i donated to bernie a couple times and now i get 500 emails a day where the subject line is like ""HELP! do not ignore t…",donated bernie couple times get emails day subject line like help ignore,-0.16666666666666666,Neutral
kayceeinva,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",sleepy joe biden actually elected president justices plus helped make ridiculous win possi,0.15555555555555559,Neutral
srichert49,Joe Biden,WATCH - Joe Biden: In 'Five Days ... We Literally Are Going to Change the Course of this Country for Generations to…,watch joe biden five days literally going change course country generations,0.0,Neutral
JanisJanshealy,Joe Biden,Joe Biden linked to dirty deals with Hunter. Joe Biden is Compromised,joe biden linked dirty deals hunter joe biden compromised,-0.6,Negative
SATWebdaddy,Joe Biden,EXCLUSIVE: A cybersecurity expert told us that the 's smoking gun April 2015 Hunter Biden email from a Burisma exec…,exclusive cybersecurity expert told us smoking gun april hunter biden email burisma exec,0.0,Neutral
EugeneTway,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
RaineyKD,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
RuthYost2,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…,know hunterbiden stories never made much sense joe biden white house fro,0.1,Neutral
Patta47cake,Joe Biden," . via #FoxNews today: ""If elected, I promise to fight as hard for those who don’t support me as for those who do.…",via foxnews today elected promise fight hard dont support,-0.2916666666666667,Neutral
icechex,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
lysa_sd,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
TammyJa58005315,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
JgRestore,Joe Biden,"  Now imagine 2 weeks ago Biden said he wss going to TX, the media would call it ill-advised.… ",imagine weeks ago biden said wss going tx media would call illadvised,0.0,Neutral
springpartyof4,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…,fbi active money laundering investigation family democrat presidential nominee since,-0.13333333333333333,Neutral
marinanlp,Joe Biden," For half a century, Joe Biden has been outsourcing your jobs, opening your borders, and sacrificing American blood and…",half century joe biden outsourcing jobs opening borders sacrificing american blood,-0.08333333333333333,Neutral
Stevan_1000,Joe Biden,BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…,breakingdoj officials confirm hunter biden business associates currently active criminal investigat,-0.26666666666666666,Neutral
Hypodrize,Joe Biden,First Mark Kelly didnt send anyone to space and now Joe Biden doesnt know where Joe Biden is at 10 pm? The radical left is crumbling!,first mark kelly didnt send anyone space joe biden doesnt know joe biden pm radical left crumbling,0.125,Neutral
66camshaft,Joe Biden,Joe Biden supports federal mandate for mask wearing.It will be permanent.Joe Biden will lockdown our…,joe biden supports federal mandate mask wearingit permanentjoe biden lockdown,0.0,Neutral
pnwretiree,Joe Biden," Joe Biden to campaign in Philadelphia on Sunday, the campaign says. On Monday -- Election Day eve -- Joe Biden, Jill B…",joe biden campaign philadelphia sunday campaign says monday election day eve joe biden jill b,0.0,Neutral
nailnana,Joe Biden,WATCH: There have been so many wonderful endorsements this election cycle of Joe Biden. But THIS is still my favorite by…,watch many wonderful endorsements election cycle joe biden still favorite,0.6666666666666666,Positive
AndyRennecke,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…,know hunterbiden stories never made much sense joe biden white house fro,0.1,Neutral
cdingmanWLSV,Joe Biden,Joe Biden just pledged to form a task force that would reunite migrant families separated during the Trump administrat…,joe biden pledged form task force would reunite migrant families separated trump administrat,0.0,Neutral
AnnelieseMaria,Joe Biden,I’m a proud member of the 30% of white men without a college degree supporting Joe Biden,im proud member white men without college degree supporting joe biden,0.35000000000000003,Positive
JackRayher,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…",want election night gowolf blitzer hello projection joe biden texas aaa,0.0,Neutral
mplsmrcle,Joe Biden,Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely…,fun think learned today trump barr turkey exact thing trump fans falsely,0.04999999999999999,Neutral
Akeel0522,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
alf_amber,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…,fbi active money laundering investigation family democrat presidential nominee since,-0.13333333333333333,Neutral
LindaHa33183354,Joe Biden," I voted for Evan McMullin in 2016, and Joe Biden got my vote this time. I'm still proudly #NeverTrump.",voted evan mcmullin joe biden got vote time im still proudly nevertrump,0.8,Positive
cherylduckworth,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
GehrigSaldana,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",sleepy joe biden actually elected president justices plus helped make ridiculous win possi,0.15555555555555559,Neutral
VictoriaJZ,Joe Biden," “Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un…",biden running conviction despite americans deeply love country viscerally long un,0.225,Neutral
Patta47cake,Joe Biden," Joe Biden to campaign in Philadelphia on Sunday, the campaign says. On Monday -- Election Day eve -- Joe Biden, Jill B…",joe biden campaign philadelphia sunday campaign says monday election day eve joe biden jill b,0.0,Neutral
Lostboycomp,Joe Biden,"Hey  is this really what you are pushing? ""A 64-page document asserting a conspiracy involving Joe Biden's… ",hey really pushing page document asserting conspiracy involving joe bidens,0.2,Neutral
BarbMartin5,Joe Biden," Trump campaign is working overtime to accuse Hunter Biden &amp; Joe Biden of corruption. But, as of now, it hasn't commented on th…",trump campaign working overtime accuse hunter biden amp joe biden corruption hasnt commented th,0.0,Neutral
jeniferc,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…",page document asserting conspiracy involving joe bidens son business china later disseminated associ,0.0,Neutral
andreagentile21,Joe Biden,Joe Biden campaigns in Florida: “I’m not going to shut down the economy. I’m not going to shut down the country. But I am going…,joe biden campaigns florida im going shut economy im going shut country going,0.0,Neutral
MichaelKobseff,Joe Biden," Fascinating InterviewTucker Carlson's Full Interview w/  Over His Resignation From ""The Intercept"" Due To T…",fascinating interviewtucker carlsons full interview w resignation intercept due,0.3083333333333333,Positive
flossie_mc,Joe Biden,Stand back!  Tea Pain’s gonna make a #prediction about the Presidential election.  Here goes!Joe Biden will win the popul…,stand back tea pains gon na make prediction presidential election goesjoe biden win popul,0.4,Positive
gina_goldberg,Joe Biden," Trump tried to link Joe Biden to China, but Trump is appeasing China's dictator:""Hong Kong activists turned away in bi…",trump tried link joe biden china trump appeasing chinas dictatorhong kong activists turned away bi,0.0,Neutral
triangle2triad,Joe Biden," For those who think basement dweller Joe Biden, bagman and lid lover, could “lead” the economic recovery from the pande…",think basement dweller joe biden bagman lid lover could lead economic recovery pande,0.2,Neutral
SuppressedTwit,Joe Biden,"  ""Misinformation""That's #BigTech's excuse for censoring any stories that might hur… ",misinformationthats bigtechs excuse censoring stories might hur,-0.05,Neutral
redmeli,Joe Biden," Joe Biden to campaign in Philadelphia on Sunday, the campaign says. On Monday -- Election Day eve -- Joe Biden, Jill B…",joe biden campaign philadelphia sunday campaign says monday election day eve joe biden jill b,0.0,Neutral
telepole42,Joe Biden," WATCH: Joe Biden wraps his drive-in rally on Thursday as rain pours down in Tampa Bay, FL ",watch joe biden wraps drivein rally thursday rain pours tampa bay fl,0.0,Neutral
__alexmcj__,Joe Biden,“Joe Biden is raising taxes by 39%” - a nigga that makes under 60k a year with two jobs,joe biden raising taxes nigga makes k year two jobs,0.0,Neutral
ryanlm92,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",sleepy joe biden actually elected president justices plus helped make ridiculous win possi,0.15555555555555559,Neutral
ddimartino1,Joe Biden,"Trump has filed lawsuits in 20 states to suppress the vote, end counting early and disqualify voters who already vo… ",trump filed lawsuits states suppress vote end counting early disqualify voters already vo,0.1,Neutral
Rmayfield1,Joe Biden," Brandishing faulty or unsubstantiated claims of fraudulent ballots, the president has planted seeds of doubt about the race's ou…",brandishing faulty unsubstantiated claims fraudulent ballots president planted seeds doubt races ou,0.0,Neutral
AntiAlinsky,Joe Biden,"  Calm yourself, it may have been a club.“It’s also unclear if Ross knew that he remai… ",calm may clubits also unclear ross knew remai,0.30000000000000004,Positive
StevijoPayne,Joe Biden," Not only did Joe Biden commit to a White House task force reuniting 545 children stolen from their parents, he has promis…",joe biden commit white house task force reuniting children stolen parents promis,0.0,Neutral
JoeTew,Joe Biden,Lil Wayne now being lynched by black folks because he is not supporting the guy the white liberal media says Black peo…,lil wayne lynched black folks supporting guy white liberal media says black peo,-0.02083333333333333,Neutral
filamLA,Joe Biden,Meet the 'shy' Biden voters quietly living in Pennsylvania's Trump country,meet shy biden voters quietly living pennsylvanias trump country,-0.25,Neutral
lyzacaldwell,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…,know hunterbiden stories never made much sense joe biden white house fro,0.1,Neutral
Jep22106,Joe Biden," It should have been public knowledge months ago that Hunter Biden, and possibly Joe Biden, are under investigation by th…",public knowledge months ago hunter biden possibly joe biden investigation th,0.0,Neutral
lawrencehurley,Joe Biden,“Among the hardest hit states are those most hotly contested in the campaign between Republican President Donald Tr…,among hardest hit states hotly contested campaign republican president donald tr,0.25,Neutral
pgb623,Joe Biden,Donald is preemptively blaming Joe Biden's electoral victory on the Supreme Court. 4 days BEFORE the election. At 2 AM…,donald preemptively blaming joe bidens electoral victory supreme court days election,0.0,Neutral
GrondaMorin,Joe Biden,Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week. The banking i…,elizabeth warren wants joe bidens treasury secretary make case wins next week banking,0.16666666666666666,Neutral
KThamert,Joe Biden," BREAKING: Joe Biden has announced if elected, in his first day in office he will appoint a task force to REUNITE children w…",breaking joe biden announced elected first day office appoint task force reunite children w,0.25,Neutral
Stephnons,Joe Biden," Larry Kudlow: Joe Biden's economic plan would crush US economy, decimate jobs. ",larry kudlow joe bidens economic plan would crush us economy decimate jobs,0.2,Neutral
Civil_Civics,Joe Biden,Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week. The banking i…,elizabeth warren wants joe bidens treasury secretary make case wins next week banking,0.16666666666666666,Neutral
MatthewJshow,Joe Biden,Joe Biden supports federal mandate for mask wearing.It will be permanent.Joe Biden will lockdo…,joe biden supports federal mandate mask wearingit permanentjoe biden lockdo,0.0,Neutral
meetnpatatas,Joe Biden,Glenn Greenwald quit the Intercept because the Intercept wouldnt publish his story diving into the corruption of Hunter B…,glenn greenwald quit intercept intercept wouldnt publish story diving corruption hunter b,0.0,Neutral
kurlye2012,Joe Biden," Since this election is as much about spectacle as it is about the clash of science&amp;religion, it feels a lot like the Scopes…",since election much spectacle clash scienceampreligion feels lot like scopes,0.2,Neutral
